ISO	variable	value	realValue	typeIneq	desc	norm1	norm2
USA	ES_STCS_edu_secondary	0.932	6.75262832641601	secondary	On average, in the United States children with secondary-educated parents score 6.8% lower than children with tertiary-educated parents in cognitive skills tests (PISA).	-0.170938417315483	-0.618126928806304
AUS	HS_LEB_edu_secondary	-2.397	2.3967900276184	secondary	On average, in Australia people aged 25 who have a secondary education are expected to live 2.4 years less than their peers who have a tertiary education.	-0.241725444793701	-0.410232216119766
AUT	HS_LEB_edu_secondary	-2.572	2.57204008102416	secondary	On average, in Austria people aged 25 who have a secondary education are expected to live 2.6 years less than their peers who have a tertiary education.	-0.259400069713593	-0.440227836370468
BEL	HS_LEB_edu_secondary	-4.905	4.9053897857666	secondary	On average, in Belgium people aged 25 who have a secondary education are expected to live 4.9 years less than their peers who have a tertiary education.	-0.494727313518524	-0.839601695537567
CAN	HS_LEB_edu_secondary	-2.272	2.27188992500305	secondary	On average, in Canada people aged 25 who have a secondary education are expected to live 2.3 years less than their peers who have a tertiary education.	-0.229128792881966	-0.388854444026947
CHE	HS_LEB_edu_secondary			secondary			
CHL	HS_LEB_edu_secondary	-4.778	4.77779483795166	secondary	On average, in Chile people aged 25 who have a secondary education are expected to live 4.8 years less than their peers who have a tertiary education.	-0.481858879327774	-0.817762672901153
CZE	HS_LEB_edu_secondary	-4.785	4.78547477722167	secondary	On average, in the Czech Republic people aged 25 who have a secondary education are expected to live 4.8 years less than their peers who have a tertiary education.	-0.48263344168663	-0.819077134132385
DEU	HS_LEB_edu_secondary			secondary			
DNK	HS_LEB_edu_secondary	-2.377	2.37670493125915	secondary	On average, in Denmark people aged 25 who have a secondary education are expected to live 2.4 years less than their peers who have a tertiary education.	-0.23969978094101	-0.406794458627701
ESP	HS_LEB_edu_secondary			secondary			
EST	HS_LEB_edu_secondary			secondary			
FIN	HS_LEB_edu_secondary	-2.965	2.96521496772766	secondary	On average, in Finland people aged 25 who have a secondary education are expected to live 3 years less than their peers who have a tertiary education.	-0.299053281545639	-0.507523298263549
FRA	HS_LEB_edu_secondary	-1.772	1.77153003215789	secondary	On average, in France people aged 25 who have a secondary education are expected to live 1.8 years less than their peers who have a tertiary education.	-0.178665578365326	-0.303213328123093
GBR	HS_LEB_edu_secondary	-1.32	1.32030498981475	secondary	On average, in the United Kingdom people aged 25 who have a secondary education are expected to live 1.3 years less than their peers who have a tertiary education.	-0.133157804608345	-0.2259820997715
GRC	HS_LEB_edu_secondary			secondary			
HUN	HS_LEB_edu_secondary	-3.123	3.1230399608612	secondary	On average, in Hungary people aged 25 who have a secondary education are expected to live 3.1 years less than their peers who have a tertiary education.	-0.314970523118973	-0.53453642129898
IRL	HS_LEB_edu_secondary			secondary			
ISL	HS_LEB_edu_secondary			secondary			
ISR	HS_LEB_edu_secondary	-1.613	1.61344504356384	secondary	On average, in Israel people aged 25 who have a secondary education are expected to live 1.6 years less than their peers who have a tertiary education.	-0.16272209584713	-0.276155650615692
ITA	HS_LEB_edu_secondary	-1.05	1.04999995231628	secondary	On average, in Italy people aged 25 who have a secondary education are expected to live 1 years less than their peers who have a tertiary education.	-0.105896510183811	-0.17971695959568
JPN	HS_LEB_edu_secondary			secondary			
KOR	HS_LEB_edu_secondary			secondary			
LUX	HS_LEB_edu_secondary			secondary			
LVA	HS_LEB_edu_secondary	-4.906	4.90642499923706	secondary	On average, in Latvia people aged 25 who have a secondary education are expected to live 4.9 years less than their peers who have a tertiary education.	-0.494831711053848	-0.839778840541839
MEX	HS_LEB_edu_secondary	-2.03	2.03030490875244	secondary	On average, in Mexico people aged 25 who have a secondary education are expected to live 2 years less than their peers who have a tertiary education.	-0.204764008522034	-0.34750497341156
NLD	HS_LEB_edu_secondary			secondary			
NOR	HS_LEB_edu_secondary	-2.327	2.3269600868225	secondary	On average, in Norway people aged 25 who have a secondary education are expected to live 2.3 years less than their peers who have a tertiary education.	-0.234682828187943	-0.398280203342438
NZL	HS_LEB_edu_secondary	-1.199	1.1991399526596	secondary	On average, in New Zealand people aged 25 who have a secondary education are expected to live 1.2 years less than their peers who have a tertiary education.	-0.120937846601009	-0.205243617296219
OECD	HS_LEB_edu_secondary	-2.848	2.84829759597778	secondary	In the average OECD country, people aged 25 who have a secondary education are expected to live 2.8 years less than their peers who have a tertiary education.	-0.287261694669724	-0.487511813640594
POL	HS_LEB_edu_secondary	-5.843	5.84252023696899	secondary	On average, in Poland people aged 25 who have a secondary education are expected to live 5.8 years less than their peers who have a tertiary education.	-0.589240491390228	-1
PRT	HS_LEB_edu_secondary			secondary			
SVK	HS_LEB_edu_secondary			secondary			
SVN	HS_LEB_edu_secondary	-3.137	3.13690996170043	secondary	On average, in Slovenia people aged 25 who have a secondary education are expected to live 3.1 years less than their peers who have a tertiary education.	-0.316369354724884	-0.536910414695739
SWE	HS_LEB_edu_secondary	-2.568	2.56810498237609	secondary	On average, in Sweden people aged 25 who have a secondary education are expected to live 2.6 years less than their peers who have a tertiary education.	-0.259003221988678	-0.439554303884506
TUR	HS_LEB_edu_secondary	-1.796	1.79585003852844	secondary	On average, in Turkey people aged 25 who have a secondary education are expected to live 1.8 years less than their peers who have a tertiary education.	-0.181118339300156	-0.307375907897949
USA	HS_LEB_edu_secondary	-2.927	2.9267098903656	secondary	On average, in the United States people aged 25 who have a secondary education are expected to live 2.9 years less than their peers who have a tertiary education.	-0.29516988992691	-0.50093275308609
AUS	HS_SFRH_edu_secondary			secondary			
AUT	HS_SFRH_edu_secondary	0.882	11.8292684555053	secondary	On average, in Austria people who have a secondary education are 11.8% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.193960696458817	-0.415074318647385
BEL	HS_SFRH_edu_secondary	0.906	9.37866401672363	secondary	On average, in Belgium people who have a secondary education are 9.4% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.153778925538063	-0.329085677862167
CAN	HS_SFRH_edu_secondary			secondary			
CHE	HS_SFRH_edu_secondary	0.926	7.35122537612915	secondary	On average, in Switzerland people who have a secondary education are 7.4% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.120535664260387	-0.257945358753204
CHL	HS_SFRH_edu_secondary			secondary			
CZE	HS_SFRH_edu_secondary	0.766	23.3716468811035	secondary	On average, in the Czech Republic people who have a secondary education are 23.4% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.383217334747314	-0.820082068443298
DEU	HS_SFRH_edu_secondary	0.858	14.1509437561035	secondary	On average, in Germany people who have a secondary education are 14.2% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.23202845454216	-0.496539026498795
DNK	HS_SFRH_edu_secondary	0.875	12.4842367172241	secondary	On average, in Denmark people who have a secondary education are 12.5% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.204699993133545	-0.438056349754333
ESP	HS_SFRH_edu_secondary	0.948	5.1664752960205	secondary	On average, in Spain people who have a secondary education are 5.2% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.084713026881218	-0.181285202503204
EST	HS_SFRH_edu_secondary	0.8	20	secondary	On average, in Estonia people who have a secondary education are 20% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.327933520078659	-0.701775133609771
FIN	HS_SFRH_edu_secondary	0.865	13.5301351547241	secondary	On average, in Finland people who have a secondary education are 13.5% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.221849247813225	-0.474755614995956
FRA	HS_SFRH_edu_secondary	0.877	12.2629585266113	secondary	On average, in France people who have a secondary education are 12.3% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.2010717689991	-0.43029198050499
GBR	HS_SFRH_edu_secondary	0.899	10.1359701156616	secondary	On average, in the United Kingdom people who have a secondary education are 10.1% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.166196227073669	-0.35565859079361
GRC	HS_SFRH_edu_secondary	0.948	5.16273832321166	secondary	On average, in Greece people who have a secondary education are 5.2% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.0846517533063889	-0.181154072284698
HUN	HS_SFRH_edu_secondary	0.805	19.4677867889404	secondary	On average, in Hungary people who have a secondary education are 19.5% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.319207012653351	-0.683100461959838
IRL	HS_SFRH_edu_secondary	0.954	4.56062269210815	secondary	On average, in Ireland people who have a secondary education are 4.6% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.0747790560126305	-0.160026580095291
ISL	HS_SFRH_edu_secondary	0.89	11.020881652832	secondary	On average, in Iceland people who have a secondary education are 11% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.180705830454826	-0.386709034442902
ISR	HS_SFRH_edu_secondary			secondary			
ITA	HS_SFRH_edu_secondary	0.954	4.62287092208862	secondary	On average, in Italy people who have a secondary education are 4.6% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.0757997184991837	-0.162210792303085
JPN	HS_SFRH_edu_secondary	0.793	20.689655303955	secondary	On average, in Japan people who have a secondary education are 20.7% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.339241594076157	-0.725974321365356
KOR	HS_SFRH_edu_secondary	0.839	16.0714282989501	secondary	On average, in Korea people who have a secondary education are 16.1% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.263518005609512	-0.563926458358764
LUX	HS_SFRH_edu_secondary	0.886	11.435523033142	secondary	On average, in Luxembourg people who have a secondary education are 11.4% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.187504574656487	-0.401258289813995
LVA	HS_SFRH_edu_secondary	0.715	28.4991569519042	secondary	On average, in Latvia people who have a secondary education are 28.5% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.467291474342346	-1
MEX	HS_SFRH_edu_secondary			secondary			
NLD	HS_SFRH_edu_secondary	0.897	10.2923974990844	secondary	On average, in the Netherlands people who have a secondary education are 10.3% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.168761119246483	-0.361147433519363
NOR	HS_SFRH_edu_secondary	0.877	12.2565860748291	secondary	On average, in Norway people who have a secondary education are 12.3% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.200967282056808	-0.430068373680115
NZL	HS_SFRH_edu_secondary			secondary			
OECD	HS_SFRH_edu_secondary	0.869	13.1074867248535	secondary	In the average OECD country, people who have a secondary education are 13.1% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.214919224381447	-0.459925413131714
POL	HS_SFRH_edu_secondary	0.736	26.3906860351562	secondary	On average, in Poland people who have a secondary education are 26.4% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.432719558477402	-0.926016390323638
PRT	HS_SFRH_edu_secondary	0.948	5.23415994644165	secondary	On average, in Portugal people who have a secondary education are 5.2% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.0858228281140327	-0.183660164475441
SVK	HS_SFRH_edu_secondary	0.786	21.4285717010498	secondary	On average, in the Slovak Republic people who have a secondary education are 21.4% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.351357370615005	-0.751901924610137
SVN	HS_SFRH_edu_secondary	0.818	18.2048034667968	secondary	On average, in Slovenia people who have a secondary education are 18.2% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.298498272895813	-0.638783931732177
SWE	HS_SFRH_edu_secondary	0.928	7.22610712051391	secondary	On average, in Sweden people who have a secondary education are 7.2% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.118484139442444	-0.253555119037628
TUR	HS_SFRH_edu_secondary	0.952	4.7841305732727	secondary	On average, in Turkey people who have a secondary education are 4.8% less likely than people who have a tertiary education to rate their health as "good" or "very good".	-0.0784438401460648	-0.167869195342064
USA	HS_SFRH_edu_secondary			secondary			
AUS	IW_HNFW_edu_secondary	0.673	32.6804313659667	secondary	On average, in Australia the net wealth of people who have a secondary education is 32.7% lower than that of people who have a tertiary education.	-0.263198733329773	-0.446321666240692
AUT	IW_HNFW_edu_secondary	0.354	64.6239624023437	secondary	On average, in Austria the net wealth of people who have a secondary education is 64.6% lower than that of people who have a tertiary education.	-0.520462691783905	-0.882579326629638
BEL	IW_HNFW_edu_secondary	0.684	31.6147270202636	secondary	On average, in Belgium the net wealth of people who have a secondary education is 31.6% lower than that of people who have a tertiary education.	-0.254615873098373	-0.431767165660858
CAN	IW_HNFW_edu_secondary	0.591	40.8944282531738	secondary	On average, in Canada the net wealth of people who have a secondary education is 40.9% lower than that of people who have a tertiary education.	-0.329351902008057	-0.558501482009887
CHE	IW_HNFW_edu_secondary			secondary			
CHL	IW_HNFW_edu_secondary	0.406	59.3622550964355	secondary	On average, in Chile the net wealth of people who have a secondary education is 59.4% lower than that of people who have a tertiary education.	-0.478086441755295	-0.810719430446624
CZE	IW_HNFW_edu_secondary			secondary			
DEU	IW_HNFW_edu_secondary	0.41	58.9513092041015	secondary	On average, in Germany the net wealth of people who have a secondary education is 59% lower than that of people who have a tertiary education.	-0.474776804447174	-0.805107057094573
DNK	IW_HNFW_edu_secondary	0.558	44.1906929016113	secondary	On average, in Denmark the net wealth of people who have a secondary education is 44.2% lower than that of people who have a tertiary education.	-0.355899065732956	-0.603519082069396
ESP	IW_HNFW_edu_secondary	0.613	38.6596565246582	secondary	On average, in Spain the net wealth of people who have a secondary education is 38.7% lower than that of people who have a tertiary education.	-0.31135368347168	-0.527980864048004
EST	IW_HNFW_edu_secondary	0.676	32.3518142700195	secondary	On average, in Estonia the net wealth of people who have a secondary education is 32.4% lower than that of people who have a tertiary education.	-0.260552167892456	-0.441833674907684
FIN	IW_HNFW_edu_secondary	0.498	50.2042274475097	secondary	On average, in Finland the net wealth of people who have a secondary education is 50.2% lower than that of people who have a tertiary education.	-0.404330313205719	-0.685646831989288
FRA	IW_HNFW_edu_secondary	0.566	43.4411544799804	secondary	On average, in France the net wealth of people who have a secondary education is 43.4% lower than that of people who have a tertiary education.	-0.349862486124039	-0.593282520771026
GBR	IW_HNFW_edu_secondary			secondary			
GRC	IW_HNFW_edu_secondary	0.789	21.06831741333	secondary	On average, in Greece the net wealth of people who have a secondary education is 21.1% lower than that of people who have a tertiary education.	-0.169678136706352	-0.287733227014542
HUN	IW_HNFW_edu_secondary	0.42	58.0278854370117	secondary	On average, in Hungary the net wealth of people who have a secondary education is 58% lower than that of people who have a tertiary education.	-0.467339813709259	-0.792495727539062
IRL	IW_HNFW_edu_secondary	0.863	13.6962299346923	secondary	On average, in Ireland the net wealth of people who have a secondary education is 13.7% lower than that of people who have a tertiary education.	-0.110305473208427	-0.187051504850388
ISL	IW_HNFW_edu_secondary			secondary			
ISR	IW_HNFW_edu_secondary			secondary			
ITA	IW_HNFW_edu_secondary	0.564	43.5763549804687	secondary	On average, in Italy the net wealth of people who have a secondary education is 43.6% lower than that of people who have a tertiary education.	-0.350951343774796	-0.595128953456878
JPN	IW_HNFW_edu_secondary			secondary			
KOR	IW_HNFW_edu_secondary	0.612	38.7544174194335	secondary	On average, in Korea the net wealth of people who have a secondary education is 38.8% lower than that of people who have a tertiary education.	-0.312116861343384	-0.529275000095367
LUX	IW_HNFW_edu_secondary	0.627	37.3320693969726	secondary	On average, in Luxembourg the net wealth of people who have a secondary education is 37.3% lower than that of people who have a tertiary education.	-0.300661683082581	-0.509849786758422
LVA	IW_HNFW_edu_secondary	0.334	66.5671463012695	secondary	On average, in Latvia the net wealth of people who have a secondary education is 66.6% lower than that of people who have a tertiary education.	-0.536112546920776	-0.909117698669433
MEX	IW_HNFW_edu_secondary			secondary			
NLD	IW_HNFW_edu_secondary			secondary			
NOR	IW_HNFW_edu_secondary	0.725	27.5067806243896	secondary	On average, in Norway the net wealth of people who have a secondary education is 27.5% lower than that of people who have a tertiary education.	-0.2215316593647	-0.375664323568344
NZL	IW_HNFW_edu_secondary	0.794	20.5699386596679	secondary	On average, in New Zealand the net wealth of people who have a secondary education is 20.6% lower than that of people who have a tertiary education.	-0.165664330124855	-0.280926793813705
OECD	IW_HNFW_edu_secondary	0.593	40.7037925720214	secondary	In the average OECD country, the net wealth of people who have a secondary education is 40.7% lower than that of people who have a tertiary education.	-0.32781657576561	-0.555897951126098
POL	IW_HNFW_edu_secondary	0.847	15.2956781387329	secondary	On average, in Poland the net wealth of people who have a secondary education is 15.3% lower than that of people who have a tertiary education.	-0.123186968266964	-0.208895415067673
PRT	IW_HNFW_edu_secondary	0.55	45.045166015625	secondary	On average, in Portugal the net wealth of people who have a secondary education is 45% lower than that of people who have a tertiary education.	-0.362780749797821	-0.615188717842102
SVK	IW_HNFW_edu_secondary	0.593	40.7181968688964	secondary	On average, in the Slovak Republic the net wealth of people who have a secondary education is 40.7% lower than that of people who have a tertiary education.	-0.327932566404343	-0.556094646453857
SVN	IW_HNFW_edu_secondary	0.808	19.2402839660644	secondary	On average, in Slovenia the net wealth of people who have a secondary education is 19.2% lower than that of people who have a tertiary education.	-0.154955685138702	-0.262767493724823
SWE	IW_HNFW_edu_secondary			secondary			
TUR	IW_HNFW_edu_secondary			secondary			
USA	IW_HNFW_edu_secondary	0.268	73.2217025756835	secondary	On average, in the United States the net wealth of people who have a secondary education is 73.2% lower than that of people who have a tertiary education.	-0.589706420898437	-1
AUS	JE_EMP_edu_secondary	0.761	31.3431873321533	secondary	On average, in Australia people who have a secondary education are 31.3% more likely to be unemployed than people who have a tertiary education.	-0.0372462719678879	-0.192109927535057
AUT	JE_EMP_edu_secondary	0.732	36.6768646240234	secondary	On average, in Austria people who have a secondary education are 36.7% more likely to be unemployed than people who have a tertiary education.	-0.0435844771564007	-0.224801316857338
BEL	JE_EMP_edu_secondary	0.547	82.8000717163085	secondary	On average, in Belgium people who have a secondary education are 82.8% more likely to be unemployed than people who have a tertiary education.	-0.0983943939208984	-0.507501542568206
CAN	JE_EMP_edu_secondary	0.688	45.3348388671875	secondary	On average, in Canada people who have a secondary education are 45.3% more likely to be unemployed than people who have a tertiary education.	-0.0538730695843697	-0.277868121862411
CHE	JE_EMP_edu_secondary	0.87	14.9125719070434	secondary	On average, in Switzerland people who have a secondary education are 14.9% more likely to be unemployed than people who have a tertiary education.	-0.0177211612462997	-0.0914027318358421
CHL	JE_EMP_edu_secondary	0.875	14.2343482971191	secondary	On average, in Chile people who have a secondary education are 14.2% more likely to be unemployed than people who have a tertiary education.	-0.0169152040034533	-0.0872457399964333
CZE	JE_EMP_edu_secondary	0.502	99.3674850463867	secondary	On average, in the Czech Republic people who have a secondary education are 99.4% more likely to be unemployed than people who have a tertiary education.	-0.118082068860531	-0.609047174453735
DEU	JE_EMP_edu_secondary	0.544	83.9577865600585	secondary	On average, in Germany people who have a secondary education are 84% more likely to be unemployed than people who have a tertiary education.	-0.099770151078701	-0.514597415924072
DNK	JE_EMP_edu_secondary	1.01	0.973570883274078	secondary	On average, in Denmark people who have a secondary education are 1% less likely to be unemployed than people who have a tertiary education.	0.00115693034604192	0.00596724962815642
ESP	JE_EMP_edu_secondary	0.643	55.5719413757324	secondary	On average, in Spain people who have a secondary education are 55.6% more likely to be unemployed than people who have a tertiary education.	-0.0660381987690926	-0.340613782405853
EST	JE_EMP_edu_secondary	0.611	63.5666923522949	secondary	On average, in Estonia people who have a secondary education are 63.6% more likely to be unemployed than people who have a tertiary education.	-0.075538657605648	-0.389615535736084
FIN	JE_EMP_edu_secondary	0.784	27.5493965148925	secondary	On average, in Finland people who have a secondary education are 27.5% more likely to be unemployed than people who have a tertiary education.	-0.0327379703521729	-0.168856874108315
FRA	JE_EMP_edu_secondary	0.656	52.4930534362792	secondary	On average, in France people who have a secondary education are 52.5% more likely to be unemployed than people who have a tertiary education.	-0.0623794421553612	-0.321742534637451
GBR	JE_EMP_edu_secondary	0.729	37.1222038269042	secondary	On average, in the United Kingdom people who have a secondary education are 37.1% more likely to be unemployed than people who have a tertiary education.	-0.0441136918962002	-0.227530911564827
GRC	JE_EMP_edu_secondary	0.746	34.0958213806152	secondary	On average, in Greece people who have a secondary education are 34.1% more likely to be unemployed than people who have a tertiary education.	-0.0405173264443874	-0.208981484174728
HUN	JE_EMP_edu_secondary	0.38	163.152359008789	secondary	On average, in Hungary people who have a secondary education are 163.2% more likely to be unemployed than people who have a tertiary education.	-0.193879991769791	-1
IRL	JE_EMP_edu_secondary	0.517	93.5916442871093	secondary	On average, in Ireland people who have a secondary education are 93.6% more likely to be unemployed than people who have a tertiary education.	-0.111218422651291	-0.573645651340484
ISL	JE_EMP_edu_secondary	0.887	12.7558231353759	secondary	On average, in Iceland people who have a secondary education are 12.8% more likely to be unemployed than people who have a tertiary education.	-0.0151582174003124	-0.078183501958847
ISR	JE_EMP_edu_secondary	0.667	49.9972419738769	secondary	On average, in Israel people who have a secondary education are 50% more likely to be unemployed than people who have a tertiary education.	-0.0594135746359825	-0.306445091962814
ITA	JE_EMP_edu_secondary	0.763	31.0339851379394	secondary	On average, in Italy people who have a secondary education are 31% more likely to be unemployed than people who have a tertiary education.	-0.0368788354098797	-0.19021475315094
JPN	JE_EMP_edu_secondary			secondary			
KOR	JE_EMP_edu_secondary	0.967	3.37254643440246	secondary	On average, in Korea people who have a secondary education are 3.4% more likely to be unemployed than people who have a tertiary education.	-0.00400772178545594	-0.0206711478531361
LUX	JE_EMP_edu_secondary	0.839	19.1775226593017	secondary	On average, in Luxembourg people who have a secondary education are 19.2% more likely to be unemployed than people who have a tertiary education.	-0.0227893609553576	-0.117543645203114
LVA	JE_EMP_edu_secondary	0.418	139.29881286621	secondary	On average, in Latvia people who have a secondary education are 139.3% more likely to be unemployed than people who have a tertiary education.	-0.165533944964409	-0.853795886039733
MEX	JE_EMP_edu_secondary	1.064	5.98313999176025	secondary	On average, in Mexico people who have a secondary education are 6% less likely to be unemployed than people who have a tertiary education.	0.00710998708382249	0.0366721004247665
NLD	JE_EMP_edu_secondary	0.542	84.3520965576171	secondary	On average, in the Netherlands people who have a secondary education are 84.4% more likely to be unemployed than people who have a tertiary education.	-0.100238725543022	-0.517014265060424
NOR	JE_EMP_edu_secondary	0.76	31.523286819458	secondary	On average, in Norway people who have a secondary education are 31.5% more likely to be unemployed than people who have a tertiary education.	-0.0374602898955345	-0.193213790655136
NZL	JE_EMP_edu_secondary	0.573	74.3927612304687	secondary	On average, in New Zealand people who have a secondary education are 74.4% more likely to be unemployed than people who have a tertiary education.	-0.0884036719799042	-0.455971091985703
OECD	JE_EMP_edu_secondary	0.697	43.537857055664	secondary	In the average OECD country, people who have a secondary education are 43.5% more likely to be unemployed than people who have a tertiary education.	-0.0517376475036144	-0.266853988170624
POL	JE_EMP_edu_secondary	0.491	103.517364501953	secondary	On average, in Poland people who have a secondary education are 103.5% more likely to be unemployed than people who have a tertiary education.	-0.123013518750668	-0.63448280096054
PRT	JE_EMP_edu_secondary	0.718	39.2051277160644	secondary	On average, in Portugal people who have a secondary education are 39.2% more likely to be unemployed than people who have a tertiary education.	-0.0465889051556587	-0.240297645330429
SVK	JE_EMP_edu_secondary	0.563	77.6386947631835	secondary	On average, in the Slovak Republic people who have a secondary education are 77.6% more likely to be unemployed than people who have a tertiary education.	-0.09226094186306	-0.475866198539734
SVN	JE_EMP_edu_secondary	0.609	64.2224960327148	secondary	On average, in Slovenia people who have a secondary education are 64.2% more likely to be unemployed than people who have a tertiary education.	-0.0763179734349251	-0.393635094165802
SWE	JE_EMP_edu_secondary	0.86	16.2845478057861	secondary	On average, in Sweden people who have a secondary education are 16.3% more likely to be unemployed than people who have a tertiary education.	-0.0193515308201313	-0.0998119041323662
TUR	JE_EMP_edu_secondary	0.921	8.61122417449951	secondary	On average, in Turkey people who have a secondary education are 8.6% more likely to be unemployed than people who have a tertiary education.	-0.010233037173748	-0.0527802631258965
USA	JE_EMP_edu_secondary	0.45	122.367706298828	secondary	On average, in the United States people who have a secondary education are 122.4% more likely to be unemployed than people who have a tertiary education.	-0.145414084196091	-0.750021040439605
AUS	JE_EMPL_edu_secondary	0.938	6.17440748214721	secondary	On average, in Australia people who have a secondary education are 6.2% less likely to be employed than people who have a tertiary education.	-0.0768828317523003	-0.270152598619461
AUT	JE_EMPL_edu_secondary	0.887	11.2709836959838	secondary	On average, in Austria people who have a secondary education are 11.3% less likely to be employed than people who have a tertiary education.	-0.14034466445446	-0.493146181106567
BEL	JE_EMPL_edu_secondary	0.853	14.6673727035522	secondary	On average, in Belgium people who have a secondary education are 14.7% less likely to be employed than people who have a tertiary education.	-0.182636022567749	-0.641750454902648
CAN	JE_EMPL_edu_secondary	0.899	10.0740804672241	secondary	On average, in Canada people who have a secondary education are 10.1% less likely to be employed than people who have a tertiary education.	-0.125440999865532	-0.440777361392975
CHE	JE_EMPL_edu_secondary	0.933	6.72253704071044	secondary	On average, in Switzerland people who have a secondary education are 6.7% less likely to be employed than people who have a tertiary education.	-0.0837080627679825	-0.294135242700577
CHL	JE_EMPL_edu_secondary	0.852	14.7583780288696	secondary	On average, in Chile people who have a secondary education are 14.8% less likely to be employed than people who have a tertiary education.	-0.183769196271896	-0.645732283592224
CZE	JE_EMPL_edu_secondary	0.931	6.93881177902221	secondary	On average, in the Czech Republic people who have a secondary education are 6.9% less likely to be employed than people who have a tertiary education.	-0.0864010900259018	-0.303598046302795
DEU	JE_EMPL_edu_secondary	0.907	9.32145977020263	secondary	On average, in Germany people who have a secondary education are 9.3% less likely to be employed than people who have a tertiary education.	-0.116069480776787	-0.407847493886948
DNK	JE_EMPL_edu_secondary	0.934	6.58596563339233	secondary	On average, in Denmark people who have a secondary education are 6.6% less likely to be employed than people who have a tertiary education.	-0.082007497549057	-0.288159757852554
ESP	JE_EMPL_edu_secondary	0.862	13.7977476119995	secondary	On average, in Spain people who have a secondary education are 13.8% less likely to be employed than people who have a tertiary education.	-0.171807572245598	-0.60370123386383
EST	JE_EMPL_edu_secondary	0.896	10.3717651367187	secondary	On average, in Estonia people who have a secondary education are 10.4% less likely to be employed than people who have a tertiary education.	-0.129147723317146	-0.453802138566971
FIN	JE_EMPL_edu_secondary	0.88	11.9510135650634	secondary	On average, in Finland people who have a secondary education are 12% less likely to be employed than people who have a tertiary education.	-0.148812308907509	-0.52289992570877
FRA	JE_EMPL_edu_secondary	0.868	13.2307863235473	secondary	On average, in France people who have a secondary education are 13.2% less likely to be employed than people who have a tertiary education.	-0.164747849106789	-0.578894615173339
GBR	JE_EMPL_edu_secondary	0.94	6.0466079711914	secondary	On average, in the United Kingdom people who have a secondary education are 6% less likely to be employed than people who have a tertiary education.	-0.0752914920449257	-0.264560908079147
GRC	JE_EMPL_edu_secondary	0.82	17.9546432495117	secondary	On average, in Greece people who have a secondary education are 18% less likely to be employed than people who have a tertiary education.	-0.223568633198738	-0.785580396652221
HUN	JE_EMPL_edu_secondary	0.888	11.1786518096923	secondary	On average, in Hungary people who have a secondary education are 11.2% less likely to be employed than people who have a tertiary education.	-0.139194965362549	-0.489106327295303
IRL	JE_EMPL_edu_secondary	0.839	16.1112384796142	secondary	On average, in Ireland people who have a secondary education are 16.1% less likely to be employed than people who have a tertiary education.	-0.20061482489109	-0.704924762248992
ISL	JE_EMPL_edu_secondary	0.96	3.99584221839904	secondary	On average, in Iceland people who have a secondary education are 4% less likely to be employed than people who have a tertiary education.	-0.0497556515038013	-0.174832507967949
ISR	JE_EMPL_edu_secondary	0.848	15.1797428131103	secondary	On average, in Israel people who have a secondary education are 15.2% less likely to be employed than people who have a tertiary education.	-0.189015969634056	-0.66416847705841
ITA	JE_EMPL_edu_secondary	0.892	10.7584753036499	secondary	On average, in Italy people who have a secondary education are 10.8% less likely to be employed than people who have a tertiary education.	-0.133962988853455	-0.470722079277039
JPN	JE_EMPL_edu_secondary			secondary			
KOR	JE_EMPL_edu_secondary	0.935	6.47637891769409	secondary	On average, in Korea people who have a secondary education are 6.5% less likely to be employed than people who have a tertiary education.	-0.0806429386138916	-0.283364921808243
